total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
498,172,326,334,8,326,6,102,8,94,0,0,0,10.358895705521473,3.9825581395348837,5.512269938650307,0,0,0,0,0,0,2.0,0,2.0,9.0,0,9.0,8.0,2.0,7.75,0,0,0,0,0,0,2,0,2,13,0,13,15,2,15,1.0,3.0232558139534884,0,2.8392857142857144,3.2051282051282053,0,2.457364341085272,0,0,0,0,0,11.5,3.0232558139534884,0,8.446428571428571,5.410256410256411,0,16.697674418604652,0,0,0,0,0,243,81,112,171,2,112,171,0,112,171,0,112,13.271604938271604,5.395061728395062,12.553571428571429,16.614035087719298,8.0,12.553571428571429,16.614035087719298,0,12.553571428571429,16.614035087719298,0,12.553571428571429,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,162,146,0,0,0.0,0.0,0.0718562874251497,0.48502994011976047,0.437125748502994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049079754601226995,0.49693251533742333,0.44785276073619634,0.0,0.0,0.5,0.4819277108433735,0.36809815950920244,0.3558282208588957,22,10,0.3373493975903614,0.33,0.37333333333333335,0.4691689008042895,0.32972972972972975,4.611111111111111,16,0.8494623655913979,0.9666666666666667,6
112,58,54,111,57,54,1,0,0,0,0,0,0,9.928571428571429,3.3448275862068964,2.2037037037037037,0,0,0,4.0,0,0,9.0,4.0,2.0,8.0,4.0,2.3333333333333335,9.358333333333333,6.666666666666667,3.9523809523809526,0,0,0,4,0,0,13,4,2,14,4,3,25,15,8,2.4262295081967213,3.0,0,2.0,0,0,0,0,0,0,0,0,10.885245901639344,3.0,0,12.0,0,0,0,0,0,0,0,0,65,14,2,59,2,0,58,0,0,45,0,0,10.446153846153846,5.428571428571429,5.5,10.966101694915254,8.0,0,11.017241379310345,0,0,11.6,0,0,0,0,0,0,0,0,0,0,3,24,24,3,0,0,0,2,22,6,11,0,0,0.0,0.04504504504504504,0.4144144144144144,0.2702702702702703,0.12612612612612611,0.0,0.0,0.0,0.05263157894736842,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.0,0.0,0.0,0.037037037037037035,0.4074074074074074,0.1111111111111111,0.2037037037037037,0.0,0.0,1.0,0.41964285714285715,0.35714285714285715,0.014285714285714285,14,6,0.4714285714285714,0.391304347826087,0.45208540218470705,0.4895833333333333,0.4424778761061947,3.971631205673759,17,0.7931034482758621,0.9333333333333333,3
85,31,54,71,17,54,2,6,3,3,0,0,0,9.983870967741936,4.838709677419355,2.7962962962962963,0,0,0,3.0,0,0,2.3333333333333335,0,3.0,6.666666666666667,2.0,2.3333333333333335,7.316666666666665,4.500000000000001,4.0,0,0,0,3,0,0,3,0,3,12,2,3,18,10,8,1.45,3.0,0,4.214285714285714,4.0,0,5.2,0,0,0,0,0,11.6,3.0,0,9.342857142857143,7.0,0,13.6,0,0,0,0,0,57,23,4,50,1,3,39,0,0,34,0,0,10.68421052631579,5.739130434782608,7.25,11.28,8.0,8.0,12.205128205128204,0,0,12.676470588235293,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,13,28,2,0,0,0.0,0.11267605633802817,0.4225352112676056,0.39436619718309857,0.028169014084507043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.24074074074074073,0.5185185185185185,0.037037037037037035,0.0,0.0,1.0,0.35294117647058826,0.20967741935483872,0.11290322580645161,26,13,0.7450980392156864,0.5027322404371585,0.6643081761006289,0.4805194805194805,0.23,2.55,17,0.9523809523809523,0.9090909090909091,0
414,215,199,267,129,138,19,3,0,3,69,25,44,13.432432432432432,5.511627906976744,2.864321608040201,0,0,0,4.0,0,4.0,10.333333333333334,4.0,4.333333333333333,10.0,4.0,3.6666666666666665,10.286666666666667,4.666666666666667,4.230769230769231,0,0,0,4,0,4,15,4,6,18,4,6,25,11,10,1.7,3.2625,3.6315789473684212,3.236111111111111,2.5,3.108695652173913,2.9074074074074083,0,0,4.0,0,0,14.0625,3.2625,3.6315789473684212,13.481481481481481,4.0,5.217391304347826,13.24074074074074,0,0,13.0,0,0,258,200,37,243,15,3,227,5,1,214,2,1,13.484496124031008,5.755,6.054054054054054,13.96707818930041,8.533333333333333,8.666666666666666,14.387665198237885,9.6,10.0,14.714953271028037,10.5,10.0,0,0,0,0,0,0,0,0,0,0,126,3,0,0,0,0,20,38,78,0,0,0.0,0.0,0.0749063670411985,0.6142322097378277,0.30337078651685395,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.023255813953488372,0.0,0.0,0.0,0.0,0.14492753623188406,0.2753623188405797,0.5652173913043478,0.0,0.0,0.5,0.6570048309178744,0.24324324324324326,0.26640926640926643,65,22,0.2560386473429952,0.2054263565891473,0.25261965448881335,0.4913294797687861,0.2711864406779661,7.666666666666667,36,0.7430555555555556,0.9344262295081968,6
178,92,86,172,87,85,14,0,0,0,115,61,54,11.380281690140846,4.445652173913044,2.63953488372093,13.0,0,0,9.0,4.0,2.0,8.466666666666667,4.333333333333333,3.0,8.555555555555555,4.6,4.2,9.985887096774192,7.3274853801169595,5.2857142857142865,13,0,0,13,4,2,16,6,4,19,8,7,28,20,13,2.3440860215053765,3.2,6.0,3.7777777777777777,0,0,0,0,0,0,0,0,13.548387096774194,3.2,6.0,13.666666666666666,0,0,0,0,0,0,0,0,109,31,15,101,14,2,98,5,2,92,4,1,14.192660550458715,7.161290322580645,6.8,14.801980198019802,9.142857142857142,11.0,15.010204081632653,11.2,11.0,15.402173913043478,11.75,13.0,0,0,0,0,0,0,0,1,2,28,56,0,0,0,1,10,22,50,0,0,0,0.011627906976744186,0.06976744186046512,0.29069767441860467,0.6162790697674418,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.3218390804597701,0.6436781609195402,0.0,0.0,0.0,0.011764705882352941,0.11764705882352941,0.25882352941176473,0.5882352941176471,0.0,0.0,0.0,0.5,0.5813953488372093,0.38028169014084506,0.0,35,10,0.5337209302325574,0.3574468085106383,0.5497565725413827,0.525,0.11235955056179775,3.257575757575758,32,0.8484848484848485,0.9285714285714286,4
220,128,92,62,58,4,3,1,0,1,1,1,0,14.046875,3.4921875,4.076086956521739,0,0,0,0,0,0,0,0,0,0,0,0,6.866666666666665,3.6666666666666665,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,1.0,3.9571428571428573,3.8059701492537314,4.0,0,3.261904761904762,3.366336633663368,0,0,2.75,0,0,11.0,3.9571428571428573,3.8059701492537314,16.35,0,5.523809523809524,13.435643564356436,0,0,21.4,0,0,127,44,24,120,3,1,96,2,1,86,0,1,14.15748031496063,5.636363636363637,5.958333333333333,14.575,8.666666666666666,20.0,16.21875,9.0,20.0,17.058139534883722,0,20.0,0,0,0,0,0,0,0,0,0,14,42,0,0,0,0,1,3,0,0,0,0,0.0,0.016129032258064516,0.27419354838709675,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.7241379310344828,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.5,0.5272727272727272,0.6796875,0.6953125,18,9,0.5672727272727262,0.4818897637795275,0.5370511378385394,0.47540983606557374,0.06516290726817042,3.5256410256410255,36,0.5669291338582677,1.0,4
245,106,139,229,106,123,16,9,7,2,28,16,12,8.042168674698795,3.6320754716981134,3.5899280575539567,3.0,0,0,4.333333333333333,2.0,5.0,4.0,3.6666666666666665,4.666666666666667,6.857142857142858,3.1666666666666665,4.4,9.967914438502675,7.3852813852813854,5.96078431372549,3,0,0,6,2,5,7,5,8,14,5,8,29,21,15,3.009259259259259,0,4.357142857142857,4.821428571428571,0,3.0,4.333333333333333,0,0,0,0,0,9.398148148148149,0,4.357142857142857,9.928571428571429,0,5.0,11.0,0,0,0,0,0,127,24,36,93,12,4,82,10,0,59,10,0,9.692913385826772,8.291666666666666,6.138888888888889,11.03225806451613,10.416666666666666,8.0,11.439024390243903,10.9,0,12.389830508474576,10.9,0,0,0,0,0,0,0,0,0,10,26,67,3,0,0,0,2,15,92,2,0,0,0.0,0.05240174672489083,0.17903930131004367,0.6943231441048034,0.021834061135371178,0.0,0.0,0.0,0.09433962264150944,0.24528301886792453,0.6320754716981132,0.02830188679245283,0.0,0.0,0.0,0.016260162601626018,0.12195121951219512,0.7479674796747967,0.016260162601626018,0.0,0.0,0.5,0.6970954356846473,0.3313253012048193,0.04819277108433735,47,11,0.720954356846473,0.5828220858895705,0.5771074853298984,0.5,0.19305019305019305,2.5104166666666665,36,0.9111111111111111,0.95,4
1626,856,770,1346,753,593,21,0,0,0,463,243,220,10.798826487845767,4.106308411214953,4.3311688311688314,4.0,0,3.0,3.6666666666666665,2.0,4.333333333333333,4.2,3.6666666666666665,5.2,7.311111111111112,4.2,5.444444444444445,12.41353383458647,9.098150782361307,9.285365853658538,4,0,3,5,2,6,8,6,9,17,8,12,35,26,26,3.479207920792079,3.9454545454545453,6.142857142857143,4.667322834645669,3.2285714285714286,3.5980392156862746,3.7078651685393265,3.272727272727273,2.8571428571428577,3.4930555555555554,2.75,0,10.831683168316832,3.9454545454545453,6.142857142857143,14.429133858267717,5.457142857142857,6.196078431372549,13.134831460674157,7.818181818181818,6.571428571428571,17.083333333333332,8.0,0,944,302,291,764,42,96,686,28,58,647,24,53,12.903601694915254,6.122516556291391,7.34020618556701,14.573298429319372,10.261904761904763,10.260416666666666,15.32069970845481,11.392857142857142,11.741379310344827,15.701700154559505,11.791666666666666,12.0,0,0,0,0,0,0,0,0,1,185,550,0,0,0,0,20,204,224,81,0,0,0.0,0.015601783060921248,0.2890044576523031,0.575037147102526,0.060178306092124816,0.0,0.0,0.0,0.0013280212483399733,0.2456839309428951,0.7304116865869854,0.0,0.0,0.0,0.0,0.03372681281618887,0.3440134907251265,0.3777403035413153,0.13659359190556492,0.0,0.0,0.5,0.48353014294592916,0.40165289256198344,0.11074380165289256,116,22,0.3100319847200999,0.26319064211050275,0.45316110397946086,0.4979919678714859,0.19425173439048563,5.192365210547028,58,0.9742857142857143,0.9251700680272109,6
785,286,499,706,237,469,6,261,69,192,0,0,0,10.619585687382298,5.251748251748252,2.5250501002004007,0,0,0,6.0,0,2.0,4.666666666666666,5.0,3.0,5.933333333333334,4.333333333333333,2.666666666666667,10.544354838709676,7.352941176470588,5.503267973856209,0,0,0,6,0,2,8,5,4,12,6,4,31,20,15,3.3241379310344827,3.6363636363636362,2.1538461538461537,3.5,3.0,3.5,4.111111111111112,3.333333333333334,3.3333333333333335,3.2927631578947367,0,0,9.813793103448276,3.6363636363636362,2.1538461538461537,10.873015873015873,5.0,6.0,10.333333333333334,8.0,8.0,16.31578947368421,0,0,454,150,26,403,39,2,366,30,2,338,18,0,11.993392070484582,7.206666666666667,5.615384615384615,12.759305210918114,11.564102564102564,9.0,13.240437158469945,12.633333333333333,9.0,13.591715976331361,15.055555555555555,0,0,0,0,0,0,0,0,0,0,8,171,58,0,0,0,0,11,81,376,0,0,0.0,0.0,0.026912181303116147,0.35694050991501414,0.6147308781869688,0.0,0.0,0.0,0.0,0.03375527426160337,0.7215189873417721,0.24472573839662448,0.0,0.0,0.0,0.0,0.023454157782515993,0.17270788912579957,0.8017057569296375,0.0,0.0,0.25,0.5630573248407643,0.24105461393596986,0.15630885122410546,69,21,0.20355176508690417,0.16788344643488887,0.24146147480197327,0.4888597640891219,0.39499455930359084,8.821904761904763,33,0.7475247524752475,0.9081632653061225,6
89,49,40,89,49,40,22,24,6,18,9,3,6,1.9325842696629214,2.2653061224489797,2.375,0,0,0,4.0,0,5.0,3.6666666666666665,5.0,3.6666666666666665,4.666666666666667,3.6666666666666665,3.5000000000000004,6.380952380952381,5.383333333333334,4.626373626373626,0,0,0,4,0,5,5,5,5,8,5,5,18,15,11,1.65625,0,0,0,0,0,0,0,0,0,0,0,1.65625,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,5.5,5.4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0,0,0,0,0,24,16,0,0,0,0.0,0.0,0.3707865168539326,0.6292134831460674,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.8163265306122449,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.5,0.6292134831460674,0.6404494382022472,0.0,18,3,0.34269662921348315,0.25,0.4951923076923077,0.5686274509803921,0.07865168539325842,3.9555555555555557,21,0.46153846153846156,0.625,2
458,283,175,455,283,172,17,18,18,0,17,12,5,10.36551724137931,9.76678445229682,10.434285714285714,0,0,0,13.0,0,0,10.666666666666666,20.0,2.0,10.0,13.666666666666666,2.3333333333333335,13.044334975369456,10.703296703296704,12.2,0,0,0,13,0,0,20,20,2,20,20,3,36,23,29,4.824175824175824,0,3.0,3.5,0,0,0,0,0,0,0,0,10.498168498168498,0,3.0,10.0,0,0,0,0,0,0,0,0,193,130,72,126,120,70,117,120,70,107,120,70,14.642487046632125,18.0,22.36111111111111,18.88888888888889,19.083333333333332,22.857142857142858,19.726495726495727,19.083333333333332,22.857142857142858,20.72897196261682,19.083333333333332,22.857142857142858,0,0,0,0,0,0,0,2,0,0,263,18,0,0,0,10,55,82,16,0,0,0.004395604395604396,0.02197802197802198,0.12087912087912088,0.7582417582417582,0.07472527472527472,0.0,0.0,0.007067137809187279,0.0,0.0,0.9293286219081273,0.0636042402826855,0.0,0.0,0.0,0.05813953488372093,0.31976744186046513,0.47674418604651164,0.09302325581395349,0.0,0.0,0.5,0.7532751091703057,0.593103448275862,0.006896551724137931,24,8,0.5277604491578257,0.41522491349480967,0.46894106138420155,0.437219730941704,0.5835140997830802,3.710648148148148,29,0.8348623853211009,0.5789473684210527,6
336,123,213,217,123,94,19,5,5,0,53,37,16,11.39453125,3.4065040650406506,4.31924882629108,2.0,0,0,13.0,2.0,3.0,11.2,3.0,3.0,11.321428571428571,4.0,2.666666666666667,9.801801801801801,5.995670995670997,4.79047619047619,2,0,0,19,2,3,19,4,4,22,7,4,26,15,11,1.797752808988764,0,3.275,3.1363636363636362,0,3.3533333333333335,2.860215053763441,0,2.8749999999999996,3.25,0,0,14.382022471910112,0,3.275,9.2,0,5.706666666666667,12.225806451612904,0,6.625,15.75,0,0,210,29,94,158,6,26,150,3,17,146,2,9,13.447619047619048,6.137931034482759,6.882978723404255,15.816455696202532,9.666666666666666,9.384615384615385,16.233333333333334,11.333333333333334,10.117647058823529,16.431506849315067,12.5,11.11111111111111,0,0,0,0,0,0,0,2,9,85,16,0,0,0,0,0,23,63,4,0,0,0.009216589861751152,0.041474654377880185,0.4976958525345622,0.3640552995391705,0.018433179723502304,0.0,0.0,0.016260162601626018,0.07317073170731707,0.6910569105691057,0.13008130081300814,0.0,0.0,0.0,0.0,0.0,0.24468085106382978,0.6702127659574468,0.0425531914893617,0.0,0.0,1.0,0.6080246913580247,0.22093023255813954,0.17829457364341086,89,23,0.4722222222222222,0.37254901960784315,0.6279806259314455,0.4607142857142857,0.06792452830188679,3.392670157068063,41,0.8837209302325582,0.8604651162790697,4
80,35,45,35,35,0,2,2,2,0,0,0,0,5.8059701492537314,2.2,4.311111111111111,0,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4.0,0,4.2439024390243905,3.8375,0,3.125,4.555555555555556,0,0,0,0,0,4.0,0,4.2439024390243905,6.925,0,5.25,11.666666666666666,0,0,0,0,0,50,4,20,13,1,0,13,0,0,12,0,0,7.2,6.25,5.25,10.923076923076923,8.0,0,10.923076923076923,0,0,11.083333333333334,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.5142857142857142,0.0,0.0,0.0,0.0,0.0,0.2,0.5142857142857142,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.75,0.29850746268656714,0.3880597014925373,21,8,0.9249999999999998,0.7070707070707072,1.0077985739750446,0.5483870967741935,0.05426356589147287,1.6,19,0.8846153846153846,0.95,1
1456,582,874,1052,320,732,21,0,0,0,330,113,217,11.63110667996012,5.0326460481099655,3.9919908466819223,3.0,0,6.0,6.333333333333334,5.0,5.666666666666667,9.285714285714286,4.833333333333333,7.266666666666666,7.636363636363637,5.466666666666666,6.277777777777778,12.59025974025974,9.863865546218486,10.554968287526426,3,0,6,11,5,8,22,8,15,22,11,15,35,30,33,4.282857142857143,5.430303030303031,5.197530864197531,4.207112970711297,3.1506849315068495,3.54,3.813813813813814,3.101449275362319,3.333333333333333,4.304216867469879,2.75,0,10.46,5.430303030303031,5.197530864197531,15.539748953974895,5.301369863013699,6.08,13.27027027027027,7.304347826086956,8.0,16.59036144578313,8.0,0,835,290,279,749,142,168,650,50,49,614,33,26,13.535329341317365,7.772413793103448,7.863799283154122,14.36448598130841,9.598591549295774,9.05952380952381,15.333846153846153,12.54,11.63265306122449,15.705211726384364,14.363636363636363,13.961538461538462,0,0,0,0,0,0,0,0,0,20,201,68,0,0,0,0,22,361,321,0,0,0.0,0.0,0.039923954372623575,0.5342205323193916,0.36977186311787075,0.0,0.0,0.0,0.0,0.0625,0.628125,0.2125,0.0,0.0,0.0,0.0,0.030054644808743168,0.4931693989071038,0.4385245901639344,0.0,0.0,0.5,0.5114285714285715,0.36012207527975587,0.14852492370295015,123,29,0.2098321858864046,0.18146280105067145,0.3260996568750717,0.4751474304970514,0.19917440660474717,7.872628726287264,60,0.8875739644970414,0.9411764705882353,8
2089,1198,891,1964,1198,766,6,690,373,317,0,0,0,13.74736842105263,4.91652754590985,3.3063973063973062,2.0,0,0,8.5,2.0,2.3333333333333335,8.75,4.2,3.4,9.692307692307692,4.428571428571429,3.9523809523809526,12.5384150030248,7.713709677419355,7.855614973262033,2,0,0,15,2,3,20,8,6,24,9,8,36,22,20,2.863066538090646,0,6.452991452991453,4.972527472527473,0,3.5,2.6666666666666665,0,3.333333333333333,2.8214285714285716,0,0,14.066538090646095,0,6.452991452991453,16.752747252747252,0,6.0,22.0,0,8.0,24.571428571428573,0,0,1252,784,171,1125,339,71,1006,49,40,972,23,19,14.472843450479234,6.735969387755102,7.298245614035087,15.423111111111112,8.306784660766962,9.225352112676056,16.301192842942346,10.122448979591837,10.175,16.55658436213992,11.391304347826088,11.473684210526315,0,0,0,0,0,0,0,4,15,49,1083,44,0,0,0,14,108,438,102,0,0,0.002036659877800407,0.014765784114052953,0.079938900203666,0.7744399185336049,0.07433808553971487,0.0,0.0,0.00333889816360601,0.012520868113522538,0.040901502504173626,0.9040066777963273,0.03672787979966611,0.0,0.0,0.0,0.018276762402088774,0.1409921671018277,0.5718015665796344,0.13315926892950392,0.0,0.0,0.5,0.7486835806606031,0.3180451127819549,0.004511278195488722,88,12,0.6323599808520823,0.5422004521477016,0.5544849952596849,0.4789867587795049,0.3777478689995514,2.897364771151179,59,0.861764705882353,0.8188405797101449,8
265,128,137,239,104,135,2,27,10,17,3,2,1,9.16267942583732,4.2265625,2.81021897810219,0,0,0,8.0,0,0,6.0,4.0,3.0,7.2,4.333333333333333,2.3333333333333335,8.916221033868093,5.522875816993465,6.20952380952381,0,0,0,8,0,0,10,4,3,13,6,3,24,13,16,3.9558823529411766,4.111111111111111,6.0,4.7727272727272725,3.6470588235294117,0,4.17829457364341,0,0,0,0,0,8.911764705882353,4.111111111111111,6.0,9.0,6.294117647058823,0,11.790697674418604,0,0,0,0,0,177,44,13,145,6,3,112,5,0,101,4,0,10.254237288135593,6.318181818181818,6.461538461538462,11.2,10.333333333333334,8.0,12.142857142857142,10.8,0,12.485148514851485,11.25,0,0,0,0,0,0,0,0,3,16,2,83,0,0,0,2,23,24,31,14,0,0,0.02092050209205021,0.16317991631799164,0.1087866108786611,0.4769874476987448,0.058577405857740586,0.0,0.0,0.028846153846153848,0.15384615384615385,0.019230769230769232,0.7980769230769231,0.0,0.0,0.0,0.014814814814814815,0.17037037037037037,0.17777777777777778,0.22962962962962963,0.1037037037037037,0.0,0.0,0.5,0.4346153846153846,0.20754716981132076,0.1509433962264151,56,20,0.8744505494505483,0.5134575569358177,0.6497651534016263,0.5929203539823009,0.09152542372881356,2.369791666666667,35,0.7428571428571429,0.8529411764705882,3
126,44,82,113,44,69,3,17,7,10,0,0,0,11.914634146341463,2.840909090909091,3.3658536585365852,0,0,0,3.0,3.0,0,9.2,2.3333333333333335,5.666666666666667,8.047619047619047,2.666666666666667,4.666666666666667,9.307692307692308,5.153846153846154,5.128205128205128,0,0,0,3,3,0,17,3,8,17,4,8,24,12,12,1.719298245614035,0,5.0,4.8076923076923075,0,0,0,0,0,0,0,0,13.140350877192983,0,5.0,11.384615384615385,0,0,0,0,0,0,0,0,75,4,17,71,2,6,66,0,3,61,0,3,12.88,6.75,7.117647058823529,13.253521126760564,8.0,9.5,13.651515151515152,0,11.0,14.032786885245901,0,11.0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,1,35,30,1,0,0.0,0.0,0.07079646017699115,0.5929203539823009,0.26548672566371684,0.008849557522123894,0.0,0.0,0.0,0.1590909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.5072463768115942,0.43478260869565216,0.014492753623188406,0.0,0.5,0.6111111111111112,0.3048780487804878,0.0975609756097561,27,9,0.3142857142857141,0.25555555555555554,0.328359173126615,0.4434782608695652,0.2517985611510791,5.833333333333334,26,0.6052631578947368,0.65,4
143,55,88,96,8,88,1,0,0,0,0,0,0,10.252747252747254,3.9272727272727272,2.3863636363636362,0,0,0,4.0,0,4.0,4.333333333333333,0,4.0,3.6666666666666665,4.333333333333333,3.6666666666666665,7.60952380952381,4.428571428571429,5.6,0,0,0,4,0,4,6,0,4,6,6,6,18,9,13,2.5454545454545454,4.0,0,3.825,0,0,0,0,0,0,0,0,7.636363636363637,4.0,0,10.7375,0,0,0,0,0,0,0,0,88,19,3,70,3,1,65,2,0,55,0,0,10.511363636363637,6.157894736842105,6.333333333333333,11.742857142857142,8.666666666666666,8.0,12.03076923076923,9.0,0,12.581818181818182,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,6,26,42,4,0,0,0.0,0.07291666666666667,0.3229166666666667,0.4583333333333333,0.041666666666666664,0.0,0.0,0.0,0.125,0.625,0.25,0.0,0.0,0.0,0.0,0.06818181818181818,0.29545454545454547,0.4772727272727273,0.045454545454545456,0.0,0.0,1.0,0.40559440559440557,0.4835164835164835,0.5384615384615384,22,9,0.6041958041958039,0.46666666666666656,0.5654533844189016,0.49166666666666664,0.07368421052631578,3.220720720720721,17,0.7906976744186046,0.95,3
257,97,160,183,81,102,2,30,13,17,0,0,0,11.241176470588234,4.195876288659794,3.4125,4.0,0,0,3.0,4.0,4.0,8.4,5.666666666666667,3.0,6.857142857142858,4.833333333333334,2.666666666666667,9.223655913978497,6.672514619883042,5.341666666666667,4,0,0,4,4,4,15,8,4,15,8,4,29,20,14,2.8118811881188117,6.3125,4.086206896551724,2.9166666666666665,0,0,6.277777777777777,0,0,0,0,0,9.762376237623762,6.3125,4.086206896551724,13.444444444444445,0,0,18.5,0,0,0,0,0,151,33,39,132,19,4,111,4,2,104,4,2,12.304635761589404,7.2727272727272725,6.3076923076923075,13.181818181818182,8.578947368421053,9.25,14.162162162162161,10.75,10.5,14.509615384615385,10.75,10.5,0,0,0,0,0,0,0,0,1,57,23,0,0,0,0,0,4,94,4,0,0,0.0,0.00546448087431694,0.3333333333333333,0.639344262295082,0.02185792349726776,0.0,0.0,0.0,0.012345679012345678,0.7037037037037037,0.2839506172839506,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.9215686274509803,0.0392156862745098,0.0,0.0,0.5,0.48828125,0.23976608187134502,0.10526315789473684,57,15,0.42304687499999843,0.3497041420118343,0.4424280039721946,0.5432098765432098,0.1398176291793313,4.224422442244225,38,0.9193548387096774,0.8235294117647058,3
