total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,time_signature_num,time_signature_den,Grade
208,34,174,208,34,174,19,0,0,0,91,15,76,6.475728155339806,3.8823529411764706,5.011494252873563,6.0,0,6.0,6.333333333333333,0,6.333333333333333,5.8,3.0,6.4,6.311111111111112,4.6,5.928571428571428,9.25101214574899,5.095238095238096,6.240000000000001,6,0,6,9,0,9,11,4,11,13,8,12,26,12,16,1.65625,0,0,0,0,0,0,0,0,0,0,0,13.53125,0,0,0,0,0,0,0,0,0,0,0,123,11,91,67,6,32,59,1,26,56,1,24,9.439024390243903,7.0,7.670329670329671,12.253731343283581,8.333333333333334,10.65625,12.830508474576272,10.0,11.26923076923077,13.035714285714286,10.0,11.458333333333334,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2,2,143,0,0,0,0,0.009615384615384616,0.009615384615384616,0.8365384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.9117647058823529,0.0,0.0,0.0,0.0,0.011494252873563218,0.011494252873563218,0.8218390804597702,0.0,0.0,0.0,0.0,4,4,5
794,409,385,791,409,382,14,0,0,0,608,314,294,9.863636363636363,4.0880195599022,3.5844155844155843,11.0,0,0,8.333333333333334,2.0,2.0,7.2,3.0,2.3333333333333335,7.642857142857143,2.666666666666667,3.1666666666666665,8.859174964438125,5.75098814229249,5.774891774891775,11,0,0,12,2,2,12,4,3,15,4,5,24,15,14,3.0194174757281553,0,0,0,0,3.8333333333333335,4.222222222222221,0,0,0,0,0,10.848543689320389,0,0,0,0,6.666666666666667,10.666666666666666,0,0,0,0,0,523,157,127,422,32,13,367,6,0,336,2,0,11.103250478011473,6.197452229299363,5.9763779527559056,12.296208530805687,8.375,8.0,12.940054495912806,10.0,0,13.303571428571429,12.0,0,0,0,0,0,0,0,0,0,0,21,119,266,0,0,0,0,21,58,297,0,0,0.0,0.0,0.05309734513274336,0.22376738305941846,0.7117572692793932,0.0,0.0,0.0,0.0,0.05134474327628362,0.29095354523227385,0.6503667481662592,0.0,0.0,0.0,0.0,0.0549738219895288,0.1518324607329843,0.7774869109947644,0.0,0.0,3,8,6
343,125,218,242,100,142,16,12,5,7,60,16,44,9.531007751937985,3.528,5.293577981651376,0,0,0,7.0,0,7.0,7.666666666666666,0,5.0,6.8,5.0,4.8,9.7,5.509803921568628,7.071146245059289,0,0,0,7,0,7,14,0,7,14,7,8,28,13,19,4.211764705882353,5.130434782608695,4.214285714285714,4.151162790697675,4.5,3.7,4.435897435897435,0,0,4.15625,0,0,7.647058823529412,5.130434782608695,4.214285714285714,11.965116279069768,8.0,6.4,13.307692307692308,0,0,13.625,0,0,223,34,134,174,10,40,146,6,15,122,2,15,10.632286995515695,6.647058823529412,6.865671641791045,12.091954022988507,9.0,9.9,12.876712328767123,9.666666666666666,13.066666666666666,13.639344262295081,11.0,13.066666666666666,0,0,0,0,0,0,0,0,10,34,55,0,0,0,0,0,13,72,1,0,0,0.0,0.04132231404958678,0.19421487603305784,0.5247933884297521,0.004132231404958678,0.0,0.0,0.0,0.1,0.34,0.55,0.0,0.0,0.0,0.0,0.0,0.09154929577464789,0.5070422535211268,0.007042253521126761,0.0,0.0,4,4,4
2071,898,1173,1701,898,803,20,0,0,0,711,397,314,11.633136094674557,4.9153674832962135,3.5652173913043477,3.0,0,0,2.3333333333333335,3.0,2.0,9.666666666666668,2.3333333333333335,5.166666666666667,9.38888888888889,4.166666666666667,4.199999999999999,11.109158186864017,6.590579710144927,7.7827956989247316,3,0,0,3,3,2,19,3,8,20,7,8,32,17,22,2.5595716198125835,0,2.9792387543252596,3.025735294117647,0,4.188679245283019,3.8388888888888926,0,2.9999999999999996,3.0892857142857144,0,0,12.752342704149934,0,2.9792387543252596,14.161764705882353,0,7.377358490566038,14.516666666666667,0,7.0,16.214285714285715,0,0,1167,483,343,1020,302,141,878,138,43,827,125,30,13.207369323050557,7.908902691511387,7.233236151603498,14.263725490196078,9.079470198675496,9.092198581560284,15.276765375854215,10.36231884057971,11.581395348837209,15.663845223700122,10.504,12.7,0,0,0,0,0,0,0,0,4,430,186,60,0,0,0,3,126,323,237,0,0,0.0,0.00411522633744856,0.32686654908877133,0.2992357436801881,0.1746031746031746,0.0,0.0,0.0,0.004454342984409799,0.47884187082405344,0.2071269487750557,0.066815144766147,0.0,0.0,0.0,0.0037359900373599006,0.1569115815691158,0.40224159402241594,0.29514321295143214,0.0,0.0,3,4,8
279,93,186,234,49,185,1,9,1,8,0,0,0,9.947643979057592,4.150537634408602,2.28494623655914,0,0,0,3.0,0,0,3.0,8.0,3.0,2.666666666666667,5.666666666666667,3.0,7.071895424836601,3.821428571428571,4.111111111111112,0,0,0,3,0,0,4,8,3,4,8,4,18,8,9,2.851063829787234,3.5,6.0,4.182926829268292,3.0,0,3.6752136752136746,0,0,0,0,0,9.553191489361701,3.5,6.0,11.121951219512194,5.0,0,11.743589743589743,0,0,0,0,0,171,36,13,144,4,3,132,0,0,119,0,0,10.88888888888889,5.972222222222222,6.0,11.805555555555555,8.0,8.0,12.151515151515152,0,0,12.495798319327731,0,0,0,0,0,0,0,0,0,0,10,39,0,0,0,0,0,12,69,103,0,0,0,0.0,0.09401709401709402,0.46153846153846156,0.44017094017094016,0.0,0.0,0.0,0.0,0.20408163265306123,0.7959183673469388,0.0,0.0,0.0,0.0,0.0,0.06486486486486487,0.372972972972973,0.5567567567567567,0.0,0.0,0.0,4,4,2
189,87,102,96,50,46,16,0,0,0,1,1,0,9.732142857142858,4.160919540229885,3.2745098039215685,0,0,0,0,0,0,8.0,8.0,5.0,7.000000000000001,5.666666666666667,5.0,8.333333333333334,6.277777777777778,5.607142857142857,0,0,0,0,0,0,8,8,5,12,8,5,23,15,12,5.666666666666667,4.621621621621622,3.4339622641509435,3.981818181818182,0,3.5,4.419753086419753,0,0,4.75,0,0,8.666666666666666,4.621621621621622,3.4339622641509435,9.181818181818182,0,6.0,12.0,0,0,16.0,0,0,105,32,21,78,9,2,67,3,0,67,3,0,10.19047619047619,6.8125,5.809523809523809,11.551282051282051,9.222222222222221,8.0,12.134328358208956,11.666666666666666,0,12.134328358208956,11.666666666666666,0,0,0,0,0,0,0,0,0,0,12,19,4,0,0,0,0,9,22,5,0,0,0.0,0.0,0.21875,0.4270833333333333,0.09375,0.0,0.0,0.0,0.0,0.24,0.38,0.08,0.0,0.0,0.0,0.0,0.1956521739130435,0.4782608695652174,0.10869565217391304,0.0,0.0,6,8,6
351,108,243,340,108,232,8,185,57,128,0,0,0,6.526132404181185,3.3333333333333335,2.786008230452675,0,0,0,3.0,2.0,2.0,3.333333333333333,3.0,3.0,3.3333333333333335,3.0,2.666666666666667,8.655913978494622,6.64069264069264,5.205882352941177,0,0,0,3,2,2,5,4,4,6,5,4,23,17,12,3.8972602739726026,0,3.4444444444444446,4.15625,0,3.5,2.6666666666666665,0,0,0,0,0,8.643835616438356,0,3.4444444444444446,10.5,0,6.0,15.0,0,0,0,0,0,162,20,20,108,8,2,85,2,1,73,2,1,9.506172839506172,7.0,6.15,11.287037037037036,8.75,10.0,12.176470588235293,11.0,12.0,12.698630136986301,11.0,12.0,0,0,0,0,0,0,0,0,0,19,53,36,0,0,0,0,4,30,192,0,0,0.0,0.0,0.06764705882352941,0.24411764705882352,0.6705882352941176,0.0,0.0,0.0,0.0,0.17592592592592593,0.49074074074074076,0.3333333333333333,0.0,0.0,0.0,0.0,0.017241379310344827,0.12931034482758622,0.8275862068965517,0.0,0.0,6,8,6
250,82,168,247,79,168,1,3,2,1,0,0,0,13.404494382022472,4.097560975609756,2.3392857142857144,0,0,0,2.0,0,0,2.3333333333333335,5.0,2.0,6.6,4.666666666666667,2.3333333333333335,9.03623188405797,5.461538461538462,5.0,0,0,0,2,0,0,3,5,2,14,8,3,25,14,11,1.4685714285714286,5.0,0,3.0,0,0,0,0,0,0,0,0,13.405714285714286,5.0,0,22.0,0,0,0,0,0,0,0,0,177,31,6,177,14,5,172,0,0,155,0,0,13.480225988700566,6.354838709677419,7.5,13.480225988700566,8.0,8.0,13.63953488372093,0,0,14.148387096774194,0,0,0,0,0,0,0,0,0,0,16,59,4,0,0,0,0,0,4,160,0,0,0,0.0,0.06477732793522267,0.2550607287449393,0.6639676113360324,0.0,0.0,0.0,0.0,0.20253164556962025,0.7468354430379747,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.9523809523809523,0.0,0.0,0.0,3,4,1
404,168,236,305,145,160,19,13,5,8,83,41,42,11.275747508305647,3.886904761904762,3.6016949152542375,9.0,0,0,6.333333333333333,6.0,4.0,6.8,5.0,3.333333333333333,6.488888888888889,3.8,3.3333333333333335,9.715384615384615,6.1601731601731595,6.489130434782607,9,0,0,9,6,4,14,7,5,15,7,6,29,17,17,2.350515463917526,2.0869565217391304,2.1578947368421053,2.661290322580645,0,0,3.0,0,0,0,0,0,11.314432989690722,2.0869565217391304,2.1578947368421053,11.720430107526882,0,0,10.666666666666666,0,0,0,0,0,288,58,63,239,10,10,222,3,1,208,3,1,11.663194444444445,6.517241379310345,5.984126984126984,12.803347280334728,9.3,8.3,13.17117117117117,12.333333333333334,11.0,13.451923076923077,12.333333333333334,11.0,0,0,0,0,0,0,0,2,4,4,62,73,0,0,2,0,4,12,141,0,0,0.013114754098360656,0.013114754098360656,0.02622950819672131,0.24262295081967214,0.7016393442622951,0.0,0.0,0.013793103448275862,0.027586206896551724,0.027586206896551724,0.42758620689655175,0.503448275862069,0.0,0.0,0.0125,0.0,0.025,0.075,0.88125,0.0,0.0,4,4,7
305,65,240,239,0,239,4,68,0,68,0,0,0,15.645833333333334,7.876923076923077,2.779166666666667,0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,2.666666666666667,0,2.666666666666667,6.333333333333333,0,6.333333333333333,0,0,0,2,0,2,3,0,3,4,0,4,15,0,15,8.0,8.0,0,5.8626609442060085,0,3.5,0,0,0,4.5,0,0,8.0,8.0,0,15.918454935622318,0,6.0,0,0,0,15.0,0,0,239,56,30,238,40,13,233,40,0,229,16,0,15.711297071129707,8.571428571428571,6.833333333333333,15.747899159663865,10.0,8.0,15.914163090128755,10.0,0,16.034934497816593,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,98,96,0,0,0.0,0.029288702928870293,0.13389121338912133,0.4100418410041841,0.401673640167364,0.0,0.0,0,0,0,0,0,0,0,0.0,0.029288702928870293,0.13389121338912133,0.4100418410041841,0.401673640167364,0.0,0.0,4,4,5
65,0,65,65,0,65,2,6,0,6,0,0,0,2.3384615384615386,0,2.3384615384615386,0,0,0,0,0,0,4.0,0,4.0,3.333333333333333,0,3.333333333333333,4.5636363636363635,0,4.5636363636363635,0,0,0,0,0,0,4,0,4,5,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5.4,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,30,20,0,0,0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,0,0,0,0,0,0,0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,4,4,0
95,44,51,88,42,46,22,0,0,0,64,34,30,12.671875,3.3636363636363638,3.0784313725490198,0,0,0,15.0,0,0,9.499999999999998,4.0,3.0,8.2,3.6666666666666665,2.3333333333333335,9.726153846153847,5.791208791208793,4.3939393939393945,0,0,0,15,0,0,15,4,3,15,5,3,26,15,10,1.5416666666666667,4.5,3.6,3.576923076923077,0,0,0,0,0,0,0,0,13.375,4.5,3.6,11.923076923076923,0,0,0,0,0,0,0,0,61,12,6,61,4,1,55,1,0,50,0,0,13.21311475409836,6.25,6.166666666666667,13.21311475409836,8.25,8.0,13.781818181818181,9.0,0,14.26,0,0,0,0,0,0,0,0,0,0,0,21,10,3,0,0,0,0,18,9,8,0,0,0.0,0.0,0.4431818181818182,0.2159090909090909,0.125,0.0,0.0,0.0,0.0,0.5,0.23809523809523808,0.07142857142857142,0.0,0.0,0.0,0.0,0.391304347826087,0.1956521739130435,0.17391304347826086,0.0,0.0,3,4,1
338,192,146,330,192,138,17,0,0,0,4,4,0,14.490291262135923,4.015625,2.5273972602739727,0,0,0,0,0,0,13.0,0,2.0,10.333333333333334,3.0,2.0,10.054945054945055,4.444444444444445,3.0,0,0,0,0,0,0,13,0,2,15,3,2,22,9,5,1.0112359550561798,0,3.5,2.25,0,0,0,0,0,0,0,0,14.674157303370787,0,3.5,17.5,0,0,0,0,0,0,0,0,199,85,8,199,14,0,199,0,0,199,0,0,14.919597989949748,5.635294117647059,5.0,14.919597989949748,8.0,0,14.919597989949748,0,0,14.919597989949748,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,38,72,26,0,0,0.0,0.0,0.11515151515151516,0.8,0.07878787878787878,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2753623188405797,0.5217391304347826,0.18840579710144928,0.0,0.0,3,4,6
439,164,275,440,165,275,18,6,3,3,130,42,88,10.68041237113402,3.182926829268293,3.629090909090909,0,0,0,5.666666666666667,3.0,5.0,4.2,4.333333333333333,3.6666666666666665,5.928571428571429,4.2,3.6,9.069841269841271,5.748538011695907,5.647619047619048,0,0,0,8,3,5,8,7,5,15,7,6,25,15,14,2.4221311475409837,4.666666666666667,0,4.1,2.5,0,2.0,0,0,0,0,0,11.422131147540984,4.666666666666667,0,12.533333333333333,4.0,0,13.5,0,0,0,0,0,256,26,81,221,8,6,205,2,5,185,1,4,11.765625,6.346153846153846,6.08641975308642,12.683257918552036,8.5,9.666666666666666,13.048780487804878,10.0,10.0,13.486486486486486,11.0,10.25,0,0,0,0,0,0,0,0,0,136,28,0,0,0,0,4,30,216,19,0,0,0.0,0.00909090909090909,0.37727272727272726,0.5545454545454546,0.04318181818181818,0.0,0.0,0.0,0.0,0.8242424242424242,0.1696969696969697,0.0,0.0,0.0,0.0,0.014545454545454545,0.10909090909090909,0.7854545454545454,0.06909090909090909,0.0,0.0,3,4,5
193,124,69,105,37,68,17,4,0,4,16,9,7,9.248175182481752,4.830645161290323,1.7391304347826086,0,0,0,0,0,0,9.0,3.0,0,9.8,3.0,3.6666666666666665,9.02536231884058,4.46969696969697,5.090909090909091,0,0,0,0,0,0,13,3,0,17,4,5,23,11,12,4.9324324324324325,6.0675675675675675,8.0,4.445945945945946,3.1153846153846154,0,4.138888888888888,0,0,0,0,0,8.5,6.0675675675675675,8.0,12.108108108108109,5.230769230769231,0,11.916666666666666,0,0,0,0,0,119,66,3,106,38,0,76,5,0,69,4,0,10.38655462184874,6.9393939393939394,5.333333333333333,11.047169811320755,8.31578947368421,0,12.25,10.4,0,12.579710144927537,10.75,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,17,31,11,1,0,0,0.0,0.29523809523809524,0.5142857142857142,0.10476190476190476,0.009523809523809525,0.0,0.0,0.0,0.3783783783783784,0.6216216216216216,0.0,0.0,0.0,0.0,0.0,0.25,0.45588235294117646,0.16176470588235295,0.014705882352941176,0.0,0.0,2,2,6
1279,253,1026,1258,232,1026,1,101,21,80,69,9,60,10.471440064360419,5.391304347826087,3.794346978557505,8.0,0,8.0,8.333333333333334,5.0,8.333333333333334,10.0,4.333333333333333,7.476190476190476,8.68131868131868,5.2,7.2272727272727275,14.141346153846154,6.7969230769230755,11.918238993710691,8,0,8,15,5,15,24,6,17,24,9,17,40,17,35,2.77602523659306,8.0,0,5.002840909090909,0,0,0,0,0,0,0,0,16.80757097791798,8.0,0,28.022727272727273,0,0,0,0,0,0,0,0,679,136,271,453,44,8,440,29,8,435,25,5,16.57879234167894,7.294117647058823,5.501845018450185,22.176600441501105,10.863636363636363,10.375,22.595454545454544,12.344827586206897,10.375,22.751724137931035,12.88,11.2,0,0,0,0,0,0,0,3,5,2,3,204,0,0,0,0,10,3,994,0,0,0.0023847376788553257,0.00397456279809221,0.009538950715421303,0.0047694753577106515,0.9523052464228935,0.0,0.0,0.01293103448275862,0.021551724137931036,0.008620689655172414,0.01293103448275862,0.8793103448275862,0.0,0.0,0.0,0.0,0.009746588693957114,0.0029239766081871343,0.9688109161793372,0.0,0.0,4,4,8
262,171,91,261,170,91,17,12,12,0,25,17,8,11.937853107344633,3.719298245614035,2.3076923076923075,0,0,0,3.0,0,2.0,3.6666666666666665,3.0,3.0,7.066666666666666,3.6666666666666665,2.666666666666667,8.76068376068376,4.733333333333333,6.6,0,0,0,3,0,2,5,3,4,16,5,4,23,11,17,2.5481927710843375,0,0,0,3.0,0,2.3333333333333335,0,0,0,0,0,11.927710843373495,0,0,0,5.0,0,15.0,0,0,0,0,0,172,53,2,155,0,2,133,0,1,127,0,1,12.203488372093023,5.415094339622642,10.0,12.890322580645162,0,10.0,13.699248120300751,0,12.0,13.921259842519685,0,12.0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,29,37,0,0,0,0.0,0.0,0.1111111111111111,0.7739463601532567,0.0,0.0,0.0,0.0,0.0,0.0,0.9705882352941176,0.0,0.0,0.0,0.0,0.0,0.31868131868131866,0.4065934065934066,0.0,0.0,0.0,6,8,3
222,89,133,196,66,130,3,44,12,32,0,0,0,10.878787878787879,6.348314606741573,3.1353383458646618,11.0,0,0,8.333333333333334,5.0,2.0,8.133333333333333,5.0,3.1666666666666665,9.055555555555555,5.666666666666667,4.2,9.348484848484848,5.818713450292397,7.076190476190474,11,0,0,12,5,2,16,5,5,20,8,8,26,15,19,2.6082474226804124,4.045454545454546,4.0,5.020408163265306,4.5,0,5.666666666666667,0,0,0,0,0,11.670103092783505,4.045454545454546,4.0,12.0,8.0,0,15.0,0,0,0,0,0,138,59,28,122,35,4,113,24,2,109,19,1,12.579710144927537,8.152542372881356,6.642857142857143,13.450819672131148,9.485714285714286,9.5,13.88495575221239,10.166666666666666,11.0,14.064220183486238,10.473684210526315,13.0,0,0,0,0,0,0,0,0,0,4,30,32,0,0,0,0,1,0,117,0,0,0.0,0.0,0.025510204081632654,0.15306122448979592,0.7602040816326531,0.0,0.0,0.0,0.0,0.06060606060606061,0.45454545454545453,0.48484848484848486,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.9,0.0,0.0,2,4,4
178,125,53,178,125,53,19,0,0,0,33,32,1,7.564885496183206,3.488,3.2264150943396226,0,0,0,0,0,0,5.0,0,3.0,4.333333333333333,5.0,3.6666666666666665,8.777777777777779,6.428571428571429,6.461538461538462,0,0,0,0,0,0,5,0,3,6,5,5,23,14,15,4.434782608695652,0,0,0,0,0,0,0,0,0,0,0,8.165217391304347,0,0,0,0,0,0,0,0,0,0,0,95,61,7,74,0,2,43,0,0,36,0,0,9.189473684210526,5.049180327868853,6.142857142857143,10.135135135135135,0,8.0,11.674418604651162,0,0,12.194444444444445,0,0,0,0,0,0,0,0,0,0,0,1,124,0,0,0,1,3,8,29,0,0,0,0.0056179775280898875,0.016853932584269662,0.05056179775280899,0.8595505617977528,0.0,0.0,0.0,0.0,0.0,0.008,0.992,0.0,0.0,0.0,0.018867924528301886,0.05660377358490566,0.1509433962264151,0.5471698113207547,0.0,0.0,0.0,4,4,1
278,123,155,270,115,155,2,25,3,22,2,1,1,9.878787878787879,3.967479674796748,2.503225806451613,0,0,0,6.0,0,3.0,6.333333333333334,3.0,2.3333333333333335,5.266666666666667,3.0,2.666666666666667,8.002645502645503,4.769230769230768,4.561904761904762,0,0,0,6,0,3,10,3,3,10,3,4,22,11,11,4.108974358974359,3.6666666666666665,0,2.5588235294117645,4.0,0,4.666666666666667,0,0,0,0,0,9.320512820512821,3.6666666666666665,0,15.176470588235293,7.0,0,12.0,0,0,0,0,0,182,42,5,135,3,2,111,0,0,99,0,0,10.461538461538462,5.761904761904762,6.8,11.948148148148148,8.0,8.0,12.801801801801801,0,0,13.262626262626263,0,0,0,0,0,0,0,0,0,0,0,7,108,0,0,0,0,2,13,12,112,2,0,0.0,0.007407407407407408,0.07407407407407407,0.4444444444444444,0.4148148148148148,0.007407407407407408,0.0,0.0,0.0,0.06086956521739131,0.9391304347826087,0.0,0.0,0.0,0.0,0.012903225806451613,0.08387096774193549,0.07741935483870968,0.7225806451612903,0.012903225806451613,0.0,3,4,4
254,68,186,232,46,186,1,11,1,10,4,0,4,8.541871921182265,3.8823529411764706,3.360215053763441,0,0,0,0,0,0,4.333333333333333,0,4.333333333333333,3.6666666666666665,3.0,3.6666666666666665,7.150197628458499,5.363636363636363,4.783333333333332,0,0,0,0,0,0,6,0,6,6,3,6,22,14,12,4.590163934426229,4.444444444444445,0,4.402654867256637,3.375,0,3.416666666666666,0,0,0,0,0,7.016393442622951,4.444444444444445,0,8.973451327433628,5.75,0,12.291666666666666,0,0,0,0,0,185,22,51,123,1,0,99,1,0,82,1,0,9.05945945945946,5.863636363636363,5.588235294117647,10.764227642276422,10.0,0,11.434343434343434,10.0,0,11.939024390243903,10.0,0,0,0,0,0,0,0,0,0,2,9,35,0,0,0,0,0,19,167,0,0,0,0.0,0.008620689655172414,0.1206896551724138,0.8706896551724138,0.0,0.0,0.0,0.0,0.043478260869565216,0.1956521739130435,0.7608695652173914,0.0,0.0,0.0,0.0,0.0,0.10215053763440861,0.8978494623655914,0.0,0.0,0.0,4,4,4
520,200,320,520,200,320,16,26,10,16,40,12,28,13.705555555555556,3.145,2.63125,0,0,0,2.0,3.0,2.0,3.0,2.3333333333333335,3.0,7.357142857142856,4.6,2.666666666666667,10.036559139784945,5.945054945054944,5.411764705882352,0,0,0,2,3,2,5,3,4,16,9,4,27,14,14,1.452513966480447,0,0,0,0,0,0,0,0,0,0,0,13.810055865921788,0,0,0,0,0,0,0,0,0,0,0,351,28,29,343,16,2,333,0,0,323,0,0,14.0,6.928571428571429,5.551724137931035,14.174927113702624,8.0,8.0,14.36036036036036,0,0,14.526315789473685,0,0,0,0,0,0,0,0,0,0,6,126,60,0,0,0,0,6,34,232,16,0,0,0.0,0.023076923076923078,0.3076923076923077,0.5615384615384615,0.03076923076923077,0.0,0.0,0.0,0.03,0.63,0.3,0.0,0.0,0.0,0.0,0.01875,0.10625,0.725,0.05,0.0,0.0,3,4,3
1017,447,570,1017,447,570,4,202,93,109,0,0,0,9.105263157894736,3.2975391498881432,3.4964912280701754,8.0,0,0,7.166666666666666,3.6666666666666665,3.6666666666666665,6.333333333333334,3.1666666666666665,4.166666666666667,7.509090909090909,3.3333333333333335,3.866666666666667,9.900000000000002,7.076086956521741,6.763076923076922,8,0,0,12,5,5,12,5,7,18,6,7,28,20,18,2.2285714285714286,0,0,0,0,0,0,0,0,0,0,0,11.516483516483516,0,0,0,0,0,0,0,0,0,0,0,482,72,116,402,13,20,339,2,7,328,1,6,11.466804979253112,6.347222222222222,6.551724137931035,12.587064676616915,8.23076923076923,9.45,13.43952802359882,9.5,12.142857142857142,13.588414634146341,10.0,12.666666666666666,0,0,0,0,0,0,0,0,0,0,66,379,0,0,0,0,0,40,529,0,0,0.0,0.0,0.0,0.10422812192723697,0.8928220255653884,0.0,0.0,0.0,0.0,0.0,0.1476510067114094,0.8478747203579419,0.0,0.0,0.0,0.0,0.0,0.07017543859649122,0.9280701754385965,0.0,0.0,12,16,6
362,132,230,266,100,166,1,9,0,9,1,0,1,9.15,3.371212121212121,3.1478260869565218,0,0,0,3.0,4.0,3.0,4.666666666666666,3.0,2.3333333333333335,4.6190476190476195,4.666666666666666,2.666666666666667,7.885375494071148,5.333333333333333,5.483333333333333,0,0,0,3,4,3,8,4,3,9,8,4,20,12,13,5.535087719298246,4.75,4.1875,3.923611111111111,0,0,4.904761904761904,0,0,0,0,0,7.456140350877193,4.75,4.1875,12.930555555555555,0,0,12.714285714285714,0,0,0,0,0,201,42,36,148,7,12,134,0,2,113,0,1,10.487562189054726,5.642857142857143,6.583333333333333,12.06081081081081,8.0,8.5,12.485074626865671,0,11.0,13.132743362831858,0,13.0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,8,155,0,0,0,0.0,0.0,0.03383458646616541,0.8984962406015038,0.0,0.0,0.0,0.0,0.0,0.01,0.84,0.0,0.0,0.0,0.0,0.0,0.04819277108433735,0.9337349397590361,0.0,0.0,0.0,6,8,6
